COUNTY_ID	TOWN_ID	V_ID	H_CNT	P_CNT	M_CNT	F_CNT	INFO_TIME
10002	10002100	10002100-005	202	506	261	245	106Y12M
10002	10002100	10002100-017	676	1784	980	804	106Y12M
10002	10002100	10002100-015	588	1308	702	606	106Y12M
10002	10002100	10002100-010	1913	4825	2500	2325	106Y12M
10002	10002100	10002100-002	243	611	340	271	106Y12M
10002	10002100	10002100-003	290	838	457	381	106Y12M
10002	10002100	10002100-008	388	1030	558	472	106Y12M
10002	10002100	10002100-011	411	989	524	465	106Y12M
10002	10002100	10002100-018	591	1636	894	742	106Y12M
10002	10002100	10002100-016	380	857	468	389	106Y12M
10002	10002100	10002100-009	655	1425	807	618	106Y12M
10002	10002100	10002100-001	102	227	127	100	106Y12M
10002	10002100	10002100-013	218	548	292	256	106Y12M
10002	10002100	10002100-007	494	1323	665	658	106Y12M
10002	10002100	10002100-014	353	826	459	367	106Y12M
10002	10002100	10002100-012	272	687	387	300	106Y12M
10002	10002100	10002100-006	557	1387	769	618	106Y12M
10002	10002100	10002100-004	255	660	375	285	106Y12M
10002	10002110	10002110-007	28	63	41	22	106Y12M
10002	10002110	10002110-008	296	995	525	470	106Y12M
10002	10002110	10002110-003	254	843	464	379	106Y12M
10002	10002110	10002110-009	264	863	458	405	106Y12M
10002	10002110	10002110-010	70	242	131	111	106Y12M
10002	10002110	10002110-005	148	412	225	187	106Y12M
10002	10002110	10002110-002	221	768	419	349	106Y12M
10002	10002110	10002110-001	358	1124	587	537	106Y12M
10002	10002110	10002110-004	107	308	174	134	106Y12M
10002	10002110	10002110-006	155	484	268	216	106Y12M
10002	10002090	10002090-002	771	2029	1006	1023	106Y12M
10002	10002090	10002090-001	850	2291	1205	1086	106Y12M
10002	10002090	10002090-004	747	1747	893	854	106Y12M
10002	10002090	10002090-009	1501	4132	2129	2003	106Y12M
10002	10002090	10002090-005	587	1448	734	714	106Y12M
10002	10002090	10002090-008	1575	4161	2158	2003	106Y12M
10002	10002090	10002090-006	1165	2693	1356	1337	106Y12M
10002	10002090	10002090-014	1323	3628	1871	1757	106Y12M
10002	10002090	10002090-013	812	2252	1155	1097	106Y12M
10002	10002090	10002090-011	653	1747	925	822	106Y12M
10002	10002090	10002090-010	1435	3770	1931	1839	106Y12M
10002	10002090	10002090-015	1141	3239	1703	1536	106Y12M
10002	10002090	10002090-007	785	2047	1080	967	106Y12M
10002	10002090	10002090-012	596	1626	867	759	106Y12M
10002	10002090	10002090-003	1039	2863	1492	1371	106Y12M
10002	10002080	10002080-012	331	1002	535	467	106Y12M
10002	10002080	10002080-004	345	1040	545	495	106Y12M
10002	10002080	10002080-013	558	1628	857	771	106Y12M
10002	10002080	10002080-024	336	916	524	392	106Y12M
10002	10002080	10002080-005	357	1040	564	476	106Y12M
10002	10002080	10002080-014	206	556	292	264	106Y12M
10002	10002080	10002080-011	617	1730	906	824	106Y12M
10002	10002080	10002080-009	326	845	444	401	106Y12M
10002	10002080	10002080-016	1331	3431	1717	1714	106Y12M
10002	10002080	10002080-010	282	870	427	443	106Y12M
10002	10002080	10002080-006	543	1667	848	819	106Y12M
10002	10002080	10002080-001	538	1328	710	618	106Y12M
10002	10002080	10002080-008	1337	3913	1965	1948	106Y12M
10002	10002080	10002080-023	782	1977	1020	957	106Y12M
10002	10002080	10002080-002	664	1906	957	949	106Y12M
10002	10002080	10002080-007	1222	3858	1908	1950	106Y12M
10002	10002080	10002080-020	484	1243	662	581	106Y12M
10002	10002080	10002080-018	1629	4483	2212	2271	106Y12M
10002	10002080	10002080-019	964	2722	1471	1251	106Y12M
10002	10002080	10002080-015	2109	5726	2951	2775	106Y12M
10002	10002080	10002080-017	2076	5321	2705	2616	106Y12M
10002	10002080	10002080-003	496	1359	707	652	106Y12M
10002	10002080	10002080-022	731	1912	961	951	106Y12M
10002	10002080	10002080-021	1064	2816	1419	1397	106Y12M
10002	10002060	10002060-013	705	1977	1029	948	106Y12M
10002	10002060	10002060-010	515	1415	744	671	106Y12M
10002	10002060	10002060-009	642	1761	942	819	106Y12M
10002	10002060	10002060-014	448	1194	627	567	106Y12M
10002	10002060	10002060-007	306	899	464	435	106Y12M
10002	10002060	10002060-001	1061	2879	1465	1414	106Y12M
10002	10002060	10002060-008	947	2665	1404	1261	106Y12M
10002	10002060	10002060-004	384	1095	591	504	106Y12M
10002	10002060	10002060-011	976	2510	1361	1149	106Y12M
10002	10002060	10002060-002	762	2067	1100	967	106Y12M
10002	10002060	10002060-005	632	1828	968	860	106Y12M
10002	10002060	10002060-012	447	1164	633	531	106Y12M
10002	10002060	10002060-003	417	1062	579	483	106Y12M
10002	10002060	10002060-006	608	1734	909	825	106Y12M
10002	10002010	10002010-016	537	1755	922	833	106Y12M
10002	10002010	10002010-043	1177	3163	1471	1692	106Y12M
10002	10002010	10002010-045	374	870	423	447	106Y12M
10002	10002010	10002010-021	683	1770	895	875	106Y12M
10002	10002010	10002010-031	476	1051	518	533	106Y12M
10002	10002010	10002010-046	1284	3534	1678	1856	106Y12M
10002	10002010	10002010-039	1452	3842	1826	2016	106Y12M
10002	10002010	10002010-028	492	1324	687	637	106Y12M
10002	10002010	10002010-026	922	2611	1278	1333	106Y12M
10002	10002010	10002010-036	1088	2837	1350	1487	106Y12M
10002	10002010	10002010-002	1014	2065	1060	1005	106Y12M
10002	10002010	10002010-041	1375	3856	1856	2000	106Y12M
10002	10002010	10002010-032	756	1995	1043	952	106Y12M
10002	10002010	10002010-023	528	1341	711	630	106Y12M
10002	10002010	10002010-015	1417	4089	1976	2113	106Y12M
10002	10002010	10002010-014	953	2772	1381	1391	106Y12M
10002	10002010	10002010-019	485	1121	584	537	106Y12M
10002	10002010	10002010-034	649	1698	841	857	106Y12M
10002	10002010	10002010-011	1078	2552	1239	1313	106Y12M
10002	10002010	10002010-009	506	1455	772	683	106Y12M
10002	10002010	10002010-037	741	1989	935	1054	106Y12M
10002	10002010	10002010-010	783	2141	1081	1060	106Y12M
10002	10002010	10002010-038	1999	5346	2544	2802	106Y12M
10002	10002010	10002010-035	1422	3784	1762	2022	106Y12M
10002	10002010	10002010-044	932	2583	1188	1395	106Y12M
10002	10002010	10002010-001	1264	3065	1491	1574	106Y12M
10002	10002010	10002010-025	873	2422	1196	1226	106Y12M
10002	10002010	10002010-027	1242	3692	1888	1804	106Y12M
10002	10002010	10002010-012	512	1518	800	718	106Y12M
10002	10002010	10002010-040	1360	3160	1496	1664	106Y12M
10002	10002010	10002010-022	624	1468	709	759	106Y12M
10002	10002010	10002010-008	1028	2439	1179	1260	106Y12M
10002	10002010	10002010-017	810	2113	990	1123	106Y12M
10002	10002010	10002010-018	792	1768	887	881	106Y12M
10002	10002010	10002010-024	1090	3034	1539	1495	106Y12M
10002	10002010	10002010-042	1414	3950	1846	2104	106Y12M
10002	10002010	10002010-013	760	2311	1150	1161	106Y12M
10002	10002010	10002010-047	1433	3434	1602	1832	106Y12M
10002	10002120	10002120-003	174	558	271	287	106Y12M
10002	10002120	10002120-005	194	544	299	245	106Y12M
10002	10002120	10002120-004	182	564	280	284	106Y12M
10002	10002120	10002120-006	220	598	321	277	106Y12M
10002	10002120	10002120-001	491	1474	773	701	106Y12M
10002	10002120	10002120-002	394	1240	645	595	106Y12M
10002	10002120	10002120-007	297	922	495	427	106Y12M
10002	10002070	10002070-004	590	1715	914	801	106Y12M
10002	10002070	10002070-008	298	702	413	289	106Y12M
10002	10002070	10002070-007	642	1660	854	806	106Y12M
10002	10002070	10002070-009	722	2109	1104	1005	106Y12M
10002	10002070	10002070-012	958	2876	1564	1312	106Y12M
10002	10002070	10002070-002	920	2482	1318	1164	106Y12M
10002	10002070	10002070-011	935	2650	1452	1198	106Y12M
10002	10002070	10002070-001	2427	6558	3270	3288	106Y12M
10002	10002070	10002070-005	849	2133	1134	999	106Y12M
10002	10002070	10002070-003	649	1895	1000	895	106Y12M
10002	10002070	10002070-015	396	1144	619	525	106Y12M
10002	10002070	10002070-016	598	1607	907	700	106Y12M
10002	10002070	10002070-013	367	1032	533	499	106Y12M
10002	10002070	10002070-014	382	994	569	425	106Y12M
10002	10002070	10002070-006	504	1375	747	628	106Y12M
10002	10002070	10002070-010	510	1526	812	714	106Y12M
10002	10002040	10002040-023	485	1319	692	627	106Y12M
10002	10002040	10002040-021	389	1080	575	505	106Y12M
10002	10002040	10002040-009	519	1590	788	802	106Y12M
10002	10002040	10002040-002	273	793	403	390	106Y12M
10002	10002040	10002040-003	364	1025	526	499	106Y12M
10002	10002040	10002040-022	384	1222	644	578	106Y12M
10002	10002040	10002040-006	359	1025	548	477	106Y12M
10002	10002040	10002040-001	126	318	168	150	106Y12M
10002	10002040	10002040-004	154	387	213	174	106Y12M
10002	10002040	10002040-014	825	2539	1298	1241	106Y12M
10002	10002040	10002040-005	524	1500	751	749	106Y12M
10002	10002040	10002040-016	860	2437	1228	1209	106Y12M
10002	10002040	10002040-008	641	1859	915	944	106Y12M
10002	10002040	10002040-019	275	798	439	359	106Y12M
10002	10002040	10002040-018	711	1974	1070	904	106Y12M
10002	10002040	10002040-011	214	588	310	278	106Y12M
10002	10002040	10002040-012	230	651	336	315	106Y12M
10002	10002040	10002040-010	322	816	406	410	106Y12M
10002	10002040	10002040-013	277	764	380	384	106Y12M
10002	10002040	10002040-020	549	1564	812	752	106Y12M
10002	10002040	10002040-007	297	783	399	384	106Y12M
10002	10002040	10002040-015	876	2441	1260	1181	106Y12M
10002	10002040	10002040-017	381	1112	602	510	106Y12M
10002	10002040	10002040-024	229	813	398	415	106Y12M
10002	10002050	10002050-018	198	493	271	222	106Y12M
10002	10002050	10002050-007	537	1413	764	649	106Y12M
10002	10002050	10002050-010	977	2843	1512	1331	106Y12M
10002	10002050	10002050-004	1374	3002	1470	1532	106Y12M
10002	10002050	10002050-005	270	750	389	361	106Y12M
10002	10002050	10002050-006	623	1664	865	799	106Y12M
10002	10002050	10002050-009	1002	2465	1305	1160	106Y12M
10002	10002050	10002050-002	980	2244	1151	1093	106Y12M
10002	10002050	10002050-013	456	1167	638	529	106Y12M
10002	10002050	10002050-001	678	1873	994	879	106Y12M
10002	10002050	10002050-012	374	953	534	419	106Y12M
10002	10002050	10002050-014	598	1528	823	705	106Y12M
10002	10002050	10002050-015	1083	2919	1519	1400	106Y12M
10002	10002050	10002050-011	475	1364	721	643	106Y12M
10002	10002050	10002050-008	642	1650	884	766	106Y12M
10002	10002050	10002050-017	391	1078	596	482	106Y12M
10002	10002050	10002050-003	2128	4576	2230	2346	106Y12M
10002	10002050	10002050-016	1307	3795	1936	1859	106Y12M
10002	10002020	10002020-004	784	1828	883	945	106Y12M
10002	10002020	10002020-029	679	1627	782	845	106Y12M
10002	10002020	10002020-030	489	1171	555	616	106Y12M
10002	10002020	10002020-024	1432	4486	2144	2342	106Y12M
10002	10002020	10002020-011	564	1390	697	693	106Y12M
10002	10002020	10002020-020	1285	3541	1721	1820	106Y12M
10002	10002020	10002020-018	1240	3582	1690	1892	106Y12M
10002	10002020	10002020-010	659	1871	881	990	106Y12M
10002	10002020	10002020-023	1227	3708	1790	1918	106Y12M
10002	10002020	10002020-017	1203	3401	1627	1774	106Y12M
10002	10002020	10002020-005	1620	4463	2044	2419	106Y12M
10002	10002020	10002020-022	1360	3717	1718	1999	106Y12M
10002	10002020	10002020-008	1130	2847	1373	1474	106Y12M
10002	10002020	10002020-009	576	1605	753	852	106Y12M
10002	10002020	10002020-026	1948	5573	2594	2979	106Y12M
10002	10002020	10002020-028	669	1646	791	855	106Y12M
10002	10002020	10002020-021	705	1507	739	768	106Y12M
10002	10002020	10002020-006	1113	3211	1590	1621	106Y12M
10002	10002020	10002020-016	1729	4750	2248	2502	106Y12M
10002	10002020	10002020-027	1333	3814	1804	2010	106Y12M
10002	10002020	10002020-019	1703	4534	2106	2428	106Y12M
10002	10002020	10002020-025	1522	4391	2049	2342	106Y12M
10002	10002020	10002020-007	1410	3656	1688	1968	106Y12M
10002	10002030	10002030-015	208	501	244	257	106Y12M
10002	10002030	10002030-016	305	665	344	321	106Y12M
10002	10002030	10002030-003	1494	4463	2245	2218	106Y12M
10002	10002030	10002030-017	193	532	260	272	106Y12M
10002	10002030	10002030-004	369	1037	547	490	106Y12M
10002	10002030	10002030-024	142	391	197	194	106Y12M
10002	10002030	10002030-014	241	596	315	281	106Y12M
10002	10002030	10002030-019	393	1072	544	528	106Y12M
10002	10002030	10002030-018	391	1061	556	505	106Y12M
10002	10002030	10002030-020	427	1271	640	631	106Y12M
10002	10002030	10002030-023	461	1422	733	689	106Y12M
10002	10002030	10002030-025	362	834	435	399	106Y12M
10002	10002030	10002030-022	420	1206	611	595	106Y12M
10002	10002030	10002030-021	602	1673	825	848	106Y12M
10002	10002030	10002030-002	357	1157	596	561	106Y12M
10002	10002030	10002030-026	292	655	356	299	106Y12M
10002	10002030	10002030-005	549	1576	830	746	106Y12M
10002	10002030	10002030-008	513	1482	733	749	106Y12M
10002	10002030	10002030-009	890	2688	1359	1329	106Y12M
10002	10002030	10002030-027	1140	3293	1630	1663	106Y12M
10002	10002030	10002030-007	1167	3548	1812	1736	106Y12M
10002	10002030	10002030-001	1324	3866	1992	1874	106Y12M
10002	10002030	10002030-011	453	1173	574	599	106Y12M
10002	10002030	10002030-010	1028	2808	1454	1354	106Y12M
10002	10002030	10002030-013	251	585	293	292	106Y12M
10002	10002030	10002030-012	209	501	248	253	106Y12M
10015	10015030	10015030-014	414	995	556	439	106Y12M
10015	10015030	10015030-015	481	1278	682	596	106Y12M
10015	10015030	10015030-001	2222	6241	3092	3149	106Y12M
10015	10015030	10015030-003	526	1501	793	708	106Y12M
10015	10015030	10015030-009	234	613	353	260	106Y12M
10015	10015030	10015030-011	607	1744	994	750	106Y12M
10015	10015030	10015030-007	296	752	426	326	106Y12M
10015	10015030	10015030-012	373	1008	552	456	106Y12M
10015	10015030	10015030-004	469	1593	876	717	106Y12M
10015	10015030	10015030-005	515	1429	704	725	106Y12M
10015	10015030	10015030-002	793	1980	991	989	106Y12M
10015	10015030	10015030-006	505	1435	793	642	106Y12M
10015	10015030	10015030-013	292	865	485	380	106Y12M
10015	10015030	10015030-008	467	1126	640	486	106Y12M
10015	10015030	10015030-010	708	1785	950	835	106Y12M
10015	10015070	10015070-003	428	1082	563	519	106Y12M
10015	10015070	10015070-007	329	875	473	402	106Y12M
10015	10015070	10015070-005	481	1210	636	574	106Y12M
10015	10015070	10015070-001	394	988	493	495	106Y12M
10015	10015070	10015070-004	478	1165	613	552	106Y12M
10015	10015070	10015070-009	156	362	191	171	106Y12M
10015	10015070	10015070-002	584	1442	763	679	106Y12M
10015	10015070	10015070-006	211	491	267	224	106Y12M
10015	10015070	10015070-008	213	559	311	248	106Y12M
10015	10015070	10015070-010	198	500	288	212	106Y12M
10015	10015070	10015070-014	379	1025	557	468	106Y12M
10015	10015070	10015070-012	413	1068	564	504	106Y12M
10015	10015070	10015070-011	401	1152	633	519	106Y12M
10015	10015070	10015070-013	344	969	513	456	106Y12M
10015	10015050	10015050-009	658	1425	795	630	106Y12M
10015	10015050	10015050-016	1015	2610	1352	1258	106Y12M
10015	10015050	10015050-014	2703	6890	3344	3546	106Y12M
10015	10015050	10015050-017	1939	5059	2634	2425	106Y12M
10015	10015050	10015050-003	1631	4295	2225	2070	106Y12M
10015	10015050	10015050-001	3357	8811	4140	4671	106Y12M
10015	10015050	10015050-004	1864	4732	2333	2399	106Y12M
10015	10015050	10015050-010	1228	3354	1711	1643	106Y12M
10015	10015050	10015050-018	903	2194	1122	1072	106Y12M
10015	10015050	10015050-006	2391	5983	3043	2940	106Y12M
10015	10015050	10015050-013	1737	4780	2365	2415	106Y12M
10015	10015050	10015050-015	2414	6222	3226	2996	106Y12M
10015	10015050	10015050-012	1786	4885	2372	2513	106Y12M
10015	10015050	10015050-008	656	1776	955	821	106Y12M
10015	10015050	10015050-002	2233	5834	2821	3013	106Y12M
10015	10015050	10015050-007	1235	3386	1748	1638	106Y12M
10015	10015050	10015050-005	2973	7756	4004	3752	106Y12M
10015	10015050	10015050-011	1325	3755	1931	1824	106Y12M
10015	10015110	10015110-006	381	1372	721	651	106Y12M
10015	10015110	10015110-004	418	1506	780	726	106Y12M
10015	10015110	10015110-003	710	2253	1092	1161	106Y12M
10015	10015110	10015110-008	368	1231	632	599	106Y12M
10015	10015110	10015110-009	572	1809	953	856	106Y12M
10015	10015110	10015110-001	532	1748	901	847	106Y12M
10015	10015110	10015110-002	693	2235	1178	1057	106Y12M
10015	10015110	10015110-007	703	2208	1146	1062	106Y12M
10015	10015110	10015110-005	426	1527	786	741	106Y12M
10015	10015130	10015130-003	227	881	471	410	106Y12M
10015	10015130	10015130-006	323	1140	631	509	106Y12M
10015	10015130	10015130-002	374	1190	664	526	106Y12M
10015	10015130	10015130-005	339	1276	702	574	106Y12M
10015	10015130	10015130-004	258	895	497	398	106Y12M
10015	10015130	10015130-001	175	684	383	301	106Y12M
10015	10015010	10015010-029	1323	3298	1567	1731	106Y12M
10015	10015010	10015010-013	277	738	348	390	106Y12M
10015	10015010	10015010-042	1135	3113	1466	1647	106Y12M
10015	10015010	10015010-006	1415	3752	1832	1920	106Y12M
10015	10015010	10015010-004	291	715	335	380	106Y12M
10015	10015010	10015010-036	411	1013	487	526	106Y12M
10015	10015010	10015010-020	294	827	392	435	106Y12M
10015	10015010	10015010-028	409	1071	511	560	106Y12M
10015	10015010	10015010-005	287	706	346	360	106Y12M
10015	10015010	10015010-012	226	562	279	283	106Y12M
10015	10015010	10015010-014	1605	4446	2148	2298	106Y12M
10015	10015010	10015010-021	879	2412	1165	1247	106Y12M
10015	10015010	10015010-037	2452	6528	3076	3452	106Y12M
10015	10015010	10015010-025	431	1063	570	493	106Y12M
10015	10015010	10015010-027	285	700	341	359	106Y12M
10015	10015010	10015010-019	615	1451	671	780	106Y12M
10015	10015010	10015010-001	754	1780	847	933	106Y12M
10015	10015010	10015010-034	274	779	389	390	106Y12M
10015	10015010	10015010-045	1683	4137	2045	2092	106Y12M
10015	10015010	10015010-033	1437	3447	1669	1778	106Y12M
10015	10015010	10015010-011	26	62	38	24	106Y12M
10015	10015010	10015010-017	1731	4236	1948	2288	106Y12M
10015	10015010	10015010-003	241	610	291	319	106Y12M
10015	10015010	10015010-018	1683	4432	2054	2378	106Y12M
10015	10015010	10015010-010	963	2320	1260	1060	106Y12M
10015	10015010	10015010-002	940	2253	1109	1144	106Y12M
10015	10015010	10015010-009	828	1980	925	1055	106Y12M
10015	10015010	10015010-026	311	694	339	355	106Y12M
10015	10015010	10015010-035	203	506	241	265	106Y12M
10015	10015010	10015010-022	581	1458	744	714	106Y12M
10015	10015010	10015010-030	267	606	298	308	106Y12M
10015	10015010	10015010-039	427	1057	501	556	106Y12M
10015	10015010	10015010-015	506	1305	610	695	106Y12M
10015	10015010	10015010-007	1198	2416	1254	1162	106Y12M
10015	10015010	10015010-008	1567	4449	2050	2399	106Y12M
10015	10015010	10015010-024	743	2046	1001	1045	106Y12M
10015	10015010	10015010-043	2077	4370	2061	2309	106Y12M
10015	10015010	10015010-016	2341	5817	2775	3042	106Y12M
10015	10015010	10015010-038	1101	2967	1454	1513	106Y12M
10015	10015010	10015010-041	1981	4932	2386	2546	106Y12M
10015	10015010	10015010-040	623	1707	884	823	106Y12M
10015	10015010	10015010-031	967	2523	1206	1317	106Y12M
10015	10015010	10015010-032	469	1253	631	622	106Y12M
10015	10015010	10015010-044	1864	4748	2313	2435	106Y12M
10015	10015010	10015010-023	1405	3095	1510	1585	106Y12M
10015	10015100	10015100-010	188	513	276	237	106Y12M
10015	10015100	10015100-007	372	1028	542	486	106Y12M
10015	10015100	10015100-005	498	1223	630	593	106Y12M
10015	10015100	10015100-001	223	528	298	230	106Y12M
10015	10015100	10015100-008	167	445	244	201	106Y12M
10015	10015100	10015100-002	489	1176	657	519	106Y12M
10015	10015100	10015100-009	595	1573	818	755	106Y12M
10015	10015100	10015100-012	220	589	320	269	106Y12M
10015	10015100	10015100-004	289	644	367	277	106Y12M
10015	10015100	10015100-003	245	748	439	309	106Y12M
10015	10015100	10015100-013	269	738	413	325	106Y12M
10015	10015100	10015100-011	294	710	390	320	106Y12M
10015	10015100	10015100-006	179	498	270	228	106Y12M
10015	10015040	10015040-008	1159	3020	1559	1461	106Y12M
10015	10015040	10015040-004	1766	4636	2391	2245	106Y12M
10015	10015040	10015040-005	428	1137	593	544	106Y12M
10015	10015040	10015040-003	1035	2792	1402	1390	106Y12M
10015	10015040	10015040-002	365	1009	564	445	106Y12M
10015	10015040	10015040-001	581	1507	757	750	106Y12M
10015	10015040	10015040-006	1770	4508	2307	2201	106Y12M
10015	10015040	10015040-007	633	1576	813	763	106Y12M
10015	10015090	10015090-008	114	391	209	182	106Y12M
10015	10015090	10015090-010	403	987	542	445	106Y12M
10015	10015090	10015090-009	364	855	480	375	106Y12M
10015	10015090	10015090-011	299	687	405	282	106Y12M
10015	10015090	10015090-005	261	689	373	316	106Y12M
10015	10015090	10015090-003	257	605	326	279	106Y12M
10015	10015090	10015090-002	840	2093	1074	1019	106Y12M
10015	10015090	10015090-004	484	1073	570	503	106Y12M
10015	10015090	10015090-001	932	2210	1175	1035	106Y12M
10015	10015090	10015090-006	438	1067	568	499	106Y12M
10015	10015090	10015090-007	356	996	575	421	106Y12M
10015	10015120	10015120-001	460	1322	683	639	106Y12M
10015	10015120	10015120-002	221	659	344	315	106Y12M
10015	10015120	10015120-004	278	813	442	371	106Y12M
10015	10015120	10015120-006	438	1277	691	586	106Y12M
10015	10015120	10015120-005	385	1348	710	638	106Y12M
10015	10015120	10015120-003	316	965	502	463	106Y12M
10015	10015060	10015060-013	380	972	541	431	106Y12M
10015	10015060	10015060-014	366	833	474	359	106Y12M
10015	10015060	10015060-010	642	1594	848	746	106Y12M
10015	10015060	10015060-008	330	942	509	433	106Y12M
10015	10015060	10015060-006	337	782	412	370	106Y12M
10015	10015060	10015060-009	381	859	457	402	106Y12M
10015	10015060	10015060-012	134	287	160	127	106Y12M
10015	10015060	10015060-011	1231	2924	1511	1413	106Y12M
10015	10015060	10015060-002	442	1174	615	559	106Y12M
10015	10015060	10015060-007	737	1893	999	894	106Y12M
10015	10015060	10015060-001	160	392	216	176	106Y12M
10015	10015060	10015060-003	861	2217	1169	1048	106Y12M
10015	10015060	10015060-005	379	1045	562	483	106Y12M
10015	10015060	10015060-004	582	1599	847	752	106Y12M
10015	10015060	10015060-015	264	530	291	239	106Y12M
10015	10015020	10015020-007	562	1423	759	664	106Y12M
10015	10015020	10015020-006	263	541	284	257	106Y12M
10015	10015020	10015020-008	251	620	339	281	106Y12M
10015	10015020	10015020-010	374	939	470	469	106Y12M
10015	10015020	10015020-011	462	1100	580	520	106Y12M
10015	10015020	10015020-009	265	593	328	265	106Y12M
10015	10015020	10015020-012	39	101	50	51	106Y12M
10015	10015020	10015020-001	515	1368	710	658	106Y12M
10015	10015020	10015020-005	594	1491	797	694	106Y12M
10015	10015020	10015020-004	540	1322	646	676	106Y12M
10015	10015020	10015020-002	286	701	347	354	106Y12M
10015	10015020	10015020-003	255	662	332	330	106Y12M
10015	10015080	10015080-004	313	784	436	348	106Y12M
10015	10015080	10015080-002	265	652	360	292	106Y12M
10015	10015080	10015080-005	266	719	424	295	106Y12M
10015	10015080	10015080-003	159	409	229	180	106Y12M
10015	10015080	10015080-001	706	1819	981	838	106Y12M
9020	9020020	09020020-002	634	2045	1016	1029	106Y12M
9020	9020020	09020020-003	404	1262	633	629	106Y12M
9020	9020020	09020020-004	858	2605	1287	1318	106Y12M
9020	9020020	09020020-006	478	1657	856	801	106Y12M
9020	9020020	09020020-005	671	2196	1080	1116	106Y12M
9020	9020020	09020020-001	1799	5794	2870	2924	106Y12M
9020	9020020	09020020-007	682	2369	1164	1205	106Y12M
9020	9020020	09020020-008	774	2607	1256	1351	106Y12M
9020	9020010	09020010-004	1444	4806	2465	2341	106Y12M
9020	9020010	09020010-005	1253	4240	2106	2134	106Y12M
9020	9020010	09020010-002	3453	11572	5664	5908	106Y12M
9020	9020010	09020010-001	1686	5755	2855	2900	106Y12M
9020	9020010	09020010-006	682	2281	1182	1099	106Y12M
9020	9020010	09020010-003	1914	6312	3109	3203	106Y12M
9020	9020010	09020010-007	947	3186	1621	1565	106Y12M
9020	9020010	09020010-008	1493	5133	2609	2524	106Y12M
9020	9020030	09020030-002	1109	3796	1828	1968	106Y12M
9020	9020030	09020030-003	854	2864	1419	1445	106Y12M
9020	9020030	09020030-004	581	2199	1175	1024	106Y12M
9020	9020030	09020030-001	1550	4824	2410	2414	106Y12M
9020	9020030	09020030-006	2708	8614	4404	4210	106Y12M
9020	9020030	09020030-007	507	1697	853	844	106Y12M
9020	9020030	09020030-008	558	1819	908	911	106Y12M
9020	9020030	09020030-005	1044	3600	1783	1817	106Y12M
9020	9020040	09020040-001	1067	3582	1776	1806	106Y12M
9020	9020040	09020040-003	519	1688	825	863	106Y12M
9020	9020040	09020040-002	1515	4925	2474	2451	106Y12M
9020	9020040	09020040-004	2075	8033	4203	3830	106Y12M
9020	9020040	09020040-005	1692	5715	2901	2814	106Y12M
9020	9020040	09020040-006	1702	6895	3392	3503	106Y12M
9020	9020050	09020050-001	723	3123	1500	1623	106Y12M
9020	9020050	09020050-002	425	1537	721	816	106Y12M
9020	9020050	09020050-003	645	2595	1255	1340	106Y12M
9020	9020050	09020050-004	923	3726	1945	1781	106Y12M
9020	9020050	09020050-005	420	1719	831	888	106Y12M
9020	9020060	09020060-001	52	313	167	146	106Y12M
9020	9020060	09020060-002	82	372	179	193	106Y12M
10008	10008080	10008080-003	349	918	492	426	106Y12M
10008	10008080	10008080-008	257	763	416	347	106Y12M
10008	10008080	10008080-016	206	512	285	227	106Y12M
10008	10008080	10008080-006	729	1998	1023	975	106Y12M
10008	10008080	10008080-015	224	585	349	236	106Y12M
10008	10008080	10008080-017	195	495	276	219	106Y12M
10008	10008080	10008080-010	557	1518	780	738	106Y12M
10008	10008080	10008080-004	298	742	412	330	106Y12M
10008	10008080	10008080-002	200	525	304	221	106Y12M
10008	10008080	10008080-012	376	996	556	440	106Y12M
10008	10008080	10008080-018	217	533	302	231	106Y12M
10008	10008080	10008080-007	109	319	165	154	106Y12M
10008	10008080	10008080-011	402	1205	642	563	106Y12M
10008	10008080	10008080-005	340	775	434	341	106Y12M
10008	10008080	10008080-009	224	558	316	242	106Y12M
10008	10008080	10008080-001	362	905	486	419	106Y12M
10008	10008080	10008080-013	301	771	427	344	106Y12M
10008	10008080	10008080-014	283	724	395	329	106Y12M
10008	10008130	10008130-005	193	641	323	318	106Y12M
10008	10008130	10008130-009	690	1953	988	965	106Y12M
10008	10008130	10008130-002	314	1181	565	616	106Y12M
10008	10008130	10008130-003	435	1372	709	663	106Y12M
10008	10008130	10008130-007	228	804	415	389	106Y12M
10008	10008130	10008130-001	249	1050	569	481	106Y12M
10008	10008130	10008130-010	460	1520	794	726	106Y12M
10008	10008130	10008130-011	355	1234	616	618	106Y12M
10008	10008130	10008130-016	249	784	427	357	106Y12M
10008	10008130	10008130-006	359	952	498	454	106Y12M
10008	10008130	10008130-004	141	469	238	231	106Y12M
10008	10008130	10008130-013	211	817	421	396	106Y12M
10008	10008130	10008130-014	36	65	39	26	106Y12M
10008	10008130	10008130-012	266	853	448	405	106Y12M
10008	10008130	10008130-015	254	619	329	290	106Y12M
10008	10008130	10008130-008	461	1434	770	664	106Y12M
10008	10008110	10008110-014	513	1233	661	572	106Y12M
10008	10008110	10008110-004	283	692	354	338	106Y12M
10008	10008110	10008110-001	329	839	442	397	106Y12M
10008	10008110	10008110-006	483	1155	577	578	106Y12M
10008	10008110	10008110-015	431	993	564	429	106Y12M
10008	10008110	10008110-016	163	368	198	170	106Y12M
